Run,City,System,FailureTime
20,Los Angeles,Government Portals,18
20,Chicago,Power Grid AI,12
20,Chicago,Internet Backbone AI,9
20,Chicago,Data Centers,16
20,Chicago,Hospitals,19
20,Chicago,Finance,13
20,Chicago,Logistics,20
20,Chicago,Emergency Services,30
20,Chicago,Media,17
20,Chicago,Government Portals,16
20,Houston,Power Grid AI,9
20,Houston,Internet Backbone AI,11
20,Houston,Data Centers,12
20,Houston,Hospitals,16
20,Houston,Finance,14
20,Houston,Logistics,17
20,Houston,Emergency Services,21
20,Houston,Media,16
20,Houston,Government Portals,19
20,Phoenix,Power Grid AI,11
20,Phoenix,Internet Backbone AI,9
20,Phoenix,Data Centers,18
20,Phoenix,Hospitals,14
20,Phoenix,Finance,13
20,Phoenix,Logistics,16
20,Phoenix,Emergency Services,21
20,Phoenix,Media,11
20,Phoenix,Government Portals,13
20,Philadelphia,Power Grid AI,9
20,Philadelphia,Internet Backbone AI,10
20,Philadelphia,Data Centers,14
20,Philadelphia,Hospitals,14
20,Philadelphia,Finance,18
20,Philadelphia,Logistics,13
20,Philadelphia,Emergency Services,17
20,Philadelphia,Media,23
20,Philadelphia,Government Portals,21
20,San Antonio,Power Grid AI,8
20,San Antonio,Internet Backbone AI,13
20,San Antonio,Data Centers,11
20,San Antonio,Hospitals,21
20,San Antonio,Finance,17
20,San Antonio,Logistics,14
20,San Antonio,Emergency Services,24
20,San Antonio,Media,16
20,San Antonio,Government Portals,16
20,San Diego,Power Grid AI,7
20,San Diego,Internet Backbone AI,7
20,San Diego,Data Centers,21
20,San Diego,Hospitals,13
20,San Diego,Finance,17
20,San Diego,Logistics,9
20,San Diego,Emergency Services,22
20,San Diego,Media,15
20,San Diego,Government Portals,19
20,Dallas,Power Grid AI,8
20,Dallas,Internet Backbone AI,10
20,Dallas,Data Centers,12
20,Dallas,Hospitals,23
20,Dallas,Finance,14
20,Dallas,Logistics,11
20,Dallas,Emergency Services,25
20,Dallas,Media,12
20,Dallas,Government Portals,17
20,San Jose,Power Grid AI,8
20,San Jose,Internet Backbone AI,6
20,San Jose,Data Centers,19
20,San Jose,Hospitals,22
20,San Jose,Finance,18
20,San Jose,Logistics,15
20,San Jose,Emergency Services,25
20,San Jose,Media,21
20,San Jose,Government Portals,19
21,New York,Power Grid AI,2
21,New York,Internet Backbone AI,12
21,New York,Data Centers,8
21,New York,Hospitals,5
21,New York,Finance,12
21,New York,Logistics,17
21,New York,Emergency Services,8
21,New York,Media,23
21,New York,Government Portals,24
21,Los Angeles,Power Grid AI,2
21,Los Angeles,Internet Backbone AI,12
21,Los Angeles,Data Centers,4
21,Los Angeles,Hospitals,14
21,Los Angeles,Finance,6
21,Los Angeles,Logistics,4
21,Los Angeles,Emergency Services,18
21,Los Angeles,Media,17
21,Los Angeles,Government Portals,16
21,Chicago,Power Grid AI,6
21,Chicago,Internet Backbone AI,13
21,Chicago,Data Centers,19
21,Chicago,Hospitals,12
21,Chicago,Finance,10
21,Chicago,Logistics,13
21,Chicago,Emergency Services,19
21,Chicago,Media,25
21,Chicago,Government Portals,16
21,Houston,Power Grid AI,2
21,Houston,Internet Backbone AI,10
21,Houston,Data Centers,13
21,Houston,Hospitals,10
21,Houston,Finance,9
21,Houston,Logistics,8
21,Houston,Emergency Services,14
21,Houston,Media,17
21,Houston,Government Portals,25
21,Phoenix,Power Grid AI,4
21,Phoenix,Internet Backbone AI,14
21,Phoenix,Data Centers,14
21,Phoenix,Hospitals,7
21,Phoenix,Finance,12
21,Phoenix,Logistics,10
21,Phoenix,Emergency Services,14
21,Phoenix,Media,22
21,Phoenix,Government Portals,19
21,Philadelphia,Power Grid AI,0
21,Philadelphia,Internet Backbone AI,7
21,Philadelphia,Data Centers,13
21,Philadelphia,Hospitals,2
21,Philadelphia,Finance,12
21,Philadelphia,Logistics,3
21,Philadelphia,Emergency Services,5
21,Philadelphia,Media,10
21,Philadelphia,Government Portals,12
21,San Antonio,Power Grid AI,5
21,San Antonio,Internet Backbone AI,14
21,San Antonio,Data Centers,7
21,San Antonio,Hospitals,7
21,San Antonio,Finance,12
21,San Antonio,Logistics,8
21,San Antonio,Emergency Services,14
21,San Antonio,Media,16
21,San Antonio,Government Portals,18
21,San Diego,Power Grid AI,2
21,San Diego,Internet Backbone AI,12
21,San Diego,Data Centers,12
21,San Diego,Hospitals,7
21,San Diego,Finance,12
21,San Diego,Logistics,12
21,San Diego,Emergency Services,12
21,San Diego,Media,18
21,San Diego,Government Portals,19
21,Dallas,Power Grid AI,4
21,Dallas,Internet Backbone AI,12
21,Dallas,Data Centers,7
21,Dallas,Hospitals,15
21,Dallas,Finance,10
21,Dallas,Logistics,7
21,Dallas,Emergency Services,22
21,Dallas,Media,9
21,Dallas,Government Portals,24
21,San Jose,Power Grid AI,4
21,San Jose,Internet Backbone AI,11
21,San Jose,Data Centers,6
21,San Jose,Hospitals,8
21,San Jose,Finance,12
21,San Jose,Logistics,15
21,San Jose,Emergency Services,15
21,San Jose,Media,15
21,San Jose,Government Portals,20
22,New York,Power Grid AI,2
22,New York,Internet Backbone AI,5
22,New York,Data Centers,5
22,New York,Hospitals,4
22,New York,Finance,9
22,New York,Logistics,9
22,New York,Emergency Services,19
22,New York,Media,11
22,New York,Government Portals,8
22,Los Angeles,Power Grid AI,5
22,Los Angeles,Internet Backbone AI,7
22,Los Angeles,Data Centers,15
22,Los Angeles,Hospitals,17
22,Los Angeles,Finance,12
22,Los Angeles,Logistics,14
22,Los Angeles,Emergency Services,23
22,Los Angeles,Media,22
22,Los Angeles,Government Portals,10
22,Chicago,Power Grid AI,2
22,Chicago,Internet Backbone AI,5
22,Chicago,Data Centers,9
22,Chicago,Hospitals,13
22,Chicago,Finance,7
22,Chicago,Logistics,13
22,Chicago,Emergency Services,24
22,Chicago,Media,8
22,Chicago,Government Portals,18
22,Houston,Power Grid AI,9
22,Houston,Internet Backbone AI,9
22,Houston,Data Centers,11
22,Houston,Hospitals,11
22,Houston,Finance,11
22,Houston,Logistics,13
22,Houston,Emergency Services,16
22,Houston,Media,11
22,Houston,Government Portals,12
22,Phoenix,Power Grid AI,4
22,Phoenix,Internet Backbone AI,7
22,Phoenix,Data Centers,8
22,Phoenix,Hospitals,12
22,Phoenix,Finance,10
22,Phoenix,Logistics,6
22,Phoenix,Emergency Services,21
22,Phoenix,Media,14
22,Phoenix,Government Portals,15
22,Philadelphia,Power Grid AI,0
22,Philadelphia,Internet Backbone AI,6
22,Philadelphia,Data Centers,4
22,Philadelphia,Hospitals,12
22,Philadelphia,Finance,13
22,Philadelphia,Logistics,2
22,Philadelphia,Emergency Services,26
22,Philadelphia,Media,9
22,Philadelphia,Government Portals,11
22,San Antonio,Power Grid AI,4
22,San Antonio,Internet Backbone AI,7
22,San Antonio,Data Centers,12
22,San Antonio,Hospitals,8
22,San Antonio,Finance,9
22,San Antonio,Logistics,10
22,San Antonio,Emergency Services,21
22,San Antonio,Media,14
22,San Antonio,Government Portals,20
22,San Diego,Power Grid AI,6
22,San Diego,Internet Backbone AI,11
22,San Diego,Data Centers,13
22,San Diego,Hospitals,9
22,San Diego,Finance,12
22,San Diego,Logistics,8
22,San Diego,Emergency Services,11
22,San Diego,Media,15
22,San Diego,Government Portals,16
22,Dallas,Power Grid AI,7
22,Dallas,Internet Backbone AI,8
22,Dallas,Data Centers,10
22,Dallas,Hospitals,13
22,Dallas,Finance,9
22,Dallas,Logistics,10
22,Dallas,Emergency Services,18
22,Dallas,Media,14
22,Dallas,Government Portals,20
22,San Jose,Power Grid AI,7
22,San Jose,Internet Backbone AI,8
22,San Jose,Data Centers,10
22,San Jose,Hospitals,11
22,San Jose,Finance,12
22,San Jose,Logistics,11
22,San Jose,Emergency Services,19
22,San Jose,Media,11
22,San Jose,Government Portals,10
23,New York,Power Grid AI,6
23,New York,Internet Backbone AI,10
23,New York,Data Centers,13
23,New York,Hospitals,16
23,New York,Finance,13
23,New York,Logistics,15
23,New York,Emergency Services,22
23,New York,Media,13
23,New York,Government Portals,16
23,Los Angeles,Power Grid AI,11
23,Los Angeles,Internet Backbone AI,9
23,Los Angeles,Data Centers,13
23,Los Angeles,Hospitals,18
23,Los Angeles,Finance,15
23,Los Angeles,Logistics,18
23,Los Angeles,Emergency Services,25
23,Los Angeles,Media,20
23,Los Angeles,Government Portals,19
23,Chicago,Power Grid AI,5
23,Chicago,Internet Backbone AI,7
23,Chicago,Data Centers,9
23,Chicago,Hospitals,10
23,Chicago,Finance,16
23,Chicago,Logistics,7
23,Chicago,Emergency Services,20
23,Chicago,Media,9
23,Chicago,Government Portals,21
23,Houston,Power Grid AI,7
23,Houston,Internet Backbone AI,12
23,Houston,Data Centers,12
23,Houston,Hospitals,10
23,Houston,Finance,16
23,Houston,Logistics,19
23,Houston,Emergency Services,12
23,Houston,Media,17
23,Houston,Government Portals,14
23,Phoenix,Power Grid AI,2
23,Phoenix,Internet Backbone AI,8
23,Phoenix,Data Centers,9
23,Phoenix,Hospitals,11
23,Phoenix,Finance,14
23,Phoenix,Logistics,16
23,Phoenix,Emergency Services,25
23,Phoenix,Media,11
23,Phoenix,Government Portals,11
23,Philadelphia,Power Grid AI,10
23,Philadelphia,Internet Backbone AI,14
23,Philadelphia,Data Centers,17
23,Philadelphia,Hospitals,13
23,Philadelphia,Finance,17
23,Philadelphia,Logistics,12
23,Philadelphia,Emergency Services,18
23,Philadelphia,Media,20
23,Philadelphia,Government Portals,19
23,San Antonio,Power Grid AI,7
23,San Antonio,Internet Backbone AI,10
23,San Antonio,Data Centers,9
23,San Antonio,Hospitals,14
23,San Antonio,Finance,13
23,San Antonio,Logistics,16
23,San Antonio,Emergency Services,29
23,San Antonio,Media,11
23,San Antonio,Government Portals,16
23,San Diego,Power Grid AI,0
23,San Diego,Internet Backbone AI,11
23,San Diego,Data Centers,13
23,San Diego,Hospitals,3
23,San Diego,Finance,18
23,San Diego,Logistics,4
23,San Diego,Emergency Services,14
23,San Diego,Media,20
23,San Diego,Government Portals,24
23,Dallas,Power Grid AI,4
23,Dallas,Internet Backbone AI,11
23,Dallas,Data Centers,16
23,Dallas,Hospitals,8
23,Dallas,Finance,16
23,Dallas,Logistics,6
23,Dallas,Emergency Services,19
23,Dallas,Media,14
23,Dallas,Government Portals,19
23,San Jose,Power Grid AI,7
23,San Jose,Internet Backbone AI,13
23,San Jose,Data Centers,12
23,San Jose,Hospitals,21
23,San Jose,Finance,14
23,San Jose,Logistics,17
23,San Jose,Emergency Services,24
23,San Jose,Media,15
23,San Jose,Government Portals,19
24,New York,Power Grid AI,10
24,New York,Internet Backbone AI,17
24,New York,Data Centers,15
24,New York,Hospitals,19
24,New York,Finance,17
24,New York,Logistics,23
24,New York,Emergency Services,32
24,New York,Media,24
24,New York,Government Portals,20
24,Los Angeles,Power Grid AI,6
24,Los Angeles,Internet Backbone AI,14
24,Los Angeles,Data Centers,8
24,Los Angeles,Hospitals,13
24,Los Angeles,Finance,14
24,Los Angeles,Logistics,9
24,Los Angeles,Emergency Services,18
24,Los Angeles,Media,14
24,Los Angeles,Government Portals,24
24,Chicago,Power Grid AI,10
24,Chicago,Internet Backbone AI,12
24,Chicago,Data Centers,13
24,Chicago,Hospitals,12
24,Chicago,Finance,15
24,Chicago,Logistics,12
24,Chicago,Emergency Services,27
24,Chicago,Media,14
24,Chicago,Government Portals,20
24,Houston,Power Grid AI,9
24,Houston,Internet Backbone AI,16
24,Houston,Data Centers,16
24,Houston,Hospitals,12
24,Houston,Finance,15
24,Houston,Logistics,15
24,Houston,Emergency Services,20
24,Houston,Media,21
24,Houston,Government Portals,20
24,Phoenix,Power Grid AI,7
24,Phoenix,Internet Backbone AI,13
24,Phoenix,Data Centers,13
24,Phoenix,Hospitals,18
24,Phoenix,Finance,17
24,Phoenix,Logistics,18
24,Phoenix,Emergency Services,22
24,Phoenix,Media,18
24,Phoenix,Government Portals,26
24,Philadelphia,Power Grid AI,0
24,Philadelphia,Internet Backbone AI,11
24,Philadelphia,Data Centers,13
24,Philadelphia,Hospitals,11
24,Philadelphia,Finance,13
24,Philadelphia,Logistics,7
24,Philadelphia,Emergency Services,20
24,Philadelphia,Media,20
24,Philadelphia,Government Portals,20
24,San Antonio,Power Grid AI,8
24,San Antonio,Internet Backbone AI,12
24,San Antonio,Data Centers,20
24,San Antonio,Hospitals,23
24,San Antonio,Finance,15
24,San Antonio,Logistics,19
24,San Antonio,Emergency Services,37
24,San Antonio,Media,16
24,San Antonio,Government Portals,15
24,San Diego,Power Grid AI,10
24,San Diego,Internet Backbone AI,12
24,San Diego,Data Centers,22
24,San Diego,Hospitals,17
24,San Diego,Finance,15
24,San Diego,Logistics,17
24,San Diego,Emergency Services,22
24,San Diego,Media,18
24,San Diego,Government Portals,15
24,Dallas,Power Grid AI,8
24,Dallas,Internet Backbone AI,15
24,Dallas,Data Centers,13
24,Dallas,Hospitals,19
24,Dallas,Finance,15
24,Dallas,Logistics,12
24,Dallas,Emergency Services,34
24,Dallas,Media,19
24,Dallas,Government Portals,17
24,San Jose,Power Grid AI,8
24,San Jose,Internet Backbone AI,13
24,San Jose,Data Centers,14
24,San Jose,Hospitals,22
24,San Jose,Finance,17
24,San Jose,Logistics,10
24,San Jose,Emergency Services,27
24,San Jose,Media,19
24,San Jose,Government Portals,21
25,New York,Power Grid AI,7
25,New York,Internet Backbone AI,14
25,New York,Data Centers,10
25,New York,Hospitals,20
25,New York,Finance,10
25,New York,Logistics,16
25,New York,Emergency Services,30
25,New York,Media,12
25,New York,Government Portals,16
25,Los Angeles,Power Grid AI,11
25,Los Angeles,Internet Backbone AI,10
25,Los Angeles,Data Centers,24
25,Los Angeles,Hospitals,16
25,Los Angeles,Finance,9
25,Los Angeles,Logistics,14
25,Los Angeles,Emergency Services,24
25,Los Angeles,Media,14
25,Los Angeles,Government Portals,18
25,Chicago,Power Grid AI,2
25,Chicago,Internet Backbone AI,7
25,Chicago,Data Centers,5
25,Chicago,Hospitals,14
25,Chicago,Finance,7
25,Chicago,Logistics,8
25,Chicago,Emergency Services,18
25,Chicago,Media,14
25,Chicago,Government Portals,17
25,Houston,Power Grid AI,7
25,Houston,Internet Backbone AI,10
25,Houston,Data Centers,11
25,Houston,Hospitals,15
25,Houston,Finance,12
25,Houston,Logistics,10
25,Houston,Emergency Services,24
25,Houston,Media,13
25,Houston,Government Portals,15
25,Phoenix,Power Grid AI,5
25,Phoenix,Internet Backbone AI,9
25,Phoenix,Data Centers,17
25,Phoenix,Hospitals,19
25,Phoenix,Finance,13
25,Phoenix,Logistics,15
25,Phoenix,Emergency Services,27
25,Phoenix,Media,16
25,Phoenix,Government Portals,18
25,Philadelphia,Power Grid AI,5
25,Philadelphia,Internet Backbone AI,9
25,Philadelphia,Data Centers,10
25,Philadelphia,Hospitals,13
25,Philadelphia,Finance,10
25,Philadelphia,Logistics,7
25,Philadelphia,Emergency Services,20
25,Philadelphia,Media,15
25,Philadelphia,Government Portals,14
25,San Antonio,Power Grid AI,3
25,San Antonio,Internet Backbone AI,12
25,San Antonio,Data Centers,16
25,San Antonio,Hospitals,18
25,San Antonio,Finance,12
25,San Antonio,Logistics,14
25,San Antonio,Emergency Services,31
25,San Antonio,Media,17
25,San Antonio,Government Portals,14
25,San Diego,Power Grid AI,5
25,San Diego,Internet Backbone AI,10
25,San Diego,Data Centers,12
25,San Diego,Hospitals,11
25,San Diego,Finance,11
25,San Diego,Logistics,15
25,San Diego,Emergency Services,21
25,San Diego,Media,18
25,San Diego,Government Portals,21
25,Dallas,Power Grid AI,0
25,Dallas,Internet Backbone AI,3
25,Dallas,Data Centers,11
25,Dallas,Hospitals,12
25,Dallas,Finance,12
25,Dallas,Logistics,11
25,Dallas,Emergency Services,21
25,Dallas,Media,7
25,Dallas,Government Portals,12
25,San Jose,Power Grid AI,3
25,San Jose,Internet Backbone AI,13
25,San Jose,Data Centers,9
25,San Jose,Hospitals,12
25,San Jose,Finance,11
25,San Jose,Logistics,8
25,San Jose,Emergency Services,14
25,San Jose,Media,20
25,San Jose,Government Portals,15
26,New York,Power Grid AI,6
26,New York,Internet Backbone AI,9
26,New York,Data Centers,8
26,New York,Hospitals,11
26,New York,Finance,10
26,New York,Logistics,9
26,New York,Emergency Services,26
26,New York,Media,11
26,New York,Government Portals,12
26,Los Angeles,Power Grid AI,5
26,Los Angeles,Internet Backbone AI,9
26,Los Angeles,Data Centers,7
26,Los Angeles,Hospitals,18
26,Los Angeles,Finance,12
26,Los Angeles,Logistics,14
26,Los Angeles,Emergency Services,30
26,Los Angeles,Media,10
26,Los Angeles,Government Portals,14
26,Chicago,Power Grid AI,4
26,Chicago,Internet Backbone AI,7
26,Chicago,Data Centers,11
26,Chicago,Hospitals,12
26,Chicago,Finance,12
26,Chicago,Logistics,8
26,Chicago,Emergency Services,18
26,Chicago,Media,11
26,Chicago,Government Portals,9
26,Houston,Power Grid AI,8
26,Houston,Internet Backbone AI,9
26,Houston,Data Centers,15
26,Houston,Hospitals,17
26,Houston,Finance,11
26,Houston,Logistics,10
26,Houston,Emergency Services,20
26,Houston,Media,18
26,Houston,Government Portals,18
26,Phoenix,Power Grid AI,0
26,Phoenix,Internet Backbone AI,5
26,Phoenix,Data Centers,3
26,Phoenix,Hospitals,14
26,Phoenix,Finance,12
26,Phoenix,Logistics,13
26,Phoenix,Emergency Services,16
26,Phoenix,Media,11
26,Phoenix,Government Portals,19
26,Philadelphia,Power Grid AI,6
26,Philadelphia,Internet Backbone AI,7
26,Philadelphia,Data Centers,10
26,Philadelphia,Hospitals,13
26,Philadelphia,Finance,9
26,Philadelphia,Logistics,9
26,Philadelphia,Emergency Services,21
26,Philadelphia,Media,15
26,Philadelphia,Government Portals,14
26,San Antonio,Power Grid AI,10
26,San Antonio,Internet Backbone AI,7
26,San Antonio,Data Centers,15
26,San Antonio,Hospitals,18
26,San Antonio,Finance,13
26,San Antonio,Logistics,14
26,San Antonio,Emergency Services,27
26,San Antonio,Media,17
26,San Antonio,Government Portals,9
26,San Diego,Power Grid AI,6
26,San Diego,Internet Backbone AI,9
26,San Diego,Data Centers,13
26,San Diego,Hospitals,10
26,San Diego,Finance,12
26,San Diego,Logistics,17
26,San Diego,Emergency Services,23
26,San Diego,Media,21
26,San Diego,Government Portals,14
26,Dallas,Power Grid AI,2
26,Dallas,Internet Backbone AI,5
26,Dallas,Data Centers,8
26,Dallas,Hospitals,16
26,Dallas,Finance,10
26,Dallas,Logistics,12
26,Dallas,Emergency Services,28
26,Dallas,Media,10
26,Dallas,Government Portals,18
26,San Jose,Power Grid AI,5
26,San Jose,Internet Backbone AI,10
26,San Jose,Data Centers,15
26,San Jose,Hospitals,9
26,San Jose,Finance,14
26,San Jose,Logistics,13
26,San Jose,Emergency Services,20
26,San Jose,Media,18
26,San Jose,Government Portals,25
27,New York,Power Grid AI,0
27,New York,Internet Backbone AI,13
27,New York,Data Centers,6
27,New York,Hospitals,5
27,New York,Finance,12
27,New York,Logistics,2
27,New York,Emergency Services,16
27,New York,Media,18
27,New York,Government Portals,26
27,Los Angeles,Power Grid AI,7
27,Los Angeles,Internet Backbone AI,13
27,Los Angeles,Data Centers,9
27,Los Angeles,Hospitals,15
27,Los Angeles,Finance,13
27,Los Angeles,Logistics,12
27,Los Angeles,Emergency Services,25
27,Los Angeles,Media,19
27,Los Angeles,Government Portals,15
27,Chicago,Power Grid AI,3
27,Chicago,Internet Backbone AI,13
27,Chicago,Data Centers,14
27,Chicago,Hospitals,13
27,Chicago,Finance,15
27,Chicago,Logistics,16
27,Chicago,Emergency Services,15
27,Chicago,Media,20
27,Chicago,Government Portals,15
27,Houston,Power Grid AI,5
27,Houston,Internet Backbone AI,11
27,Houston,Data Centers,8
27,Houston,Hospitals,19
27,Houston,Finance,16
27,Houston,Logistics,15
27,Houston,Emergency Services,26
27,Houston,Media,12
27,Houston,Government Portals,19
27,Phoenix,Power Grid AI,5
27,Phoenix,Internet Backbone AI,12
27,Phoenix,Data Centers,9
27,Phoenix,Hospitals,16
27,Phoenix,Finance,15
27,Phoenix,Logistics,16
27,Phoenix,Emergency Services,22
27,Phoenix,Media,14
27,Phoenix,Government Portals,17
27,Philadelphia,Power Grid AI,10
27,Philadelphia,Internet Backbone AI,12
27,Philadelphia,Data Centers,12
27,Philadelphia,Hospitals,18
27,Philadelphia,Finance,17
27,Philadelphia,Logistics,15
27,Philadelphia,Emergency Services,32
27,Philadelphia,Media,14
27,Philadelphia,Government Portals,26
27,San Antonio,Power Grid AI,5
27,San Antonio,Internet Backbone AI,9
27,San Antonio,Data Centers,9
27,San Antonio,Hospitals,13
27,San Antonio,Finance,13
27,San Antonio,Logistics,9
27,San Antonio,Emergency Services,25
27,San Antonio,Media,12
27,San Antonio,Government Portals,13
27,San Diego,Power Grid AI,7
27,San Diego,Internet Backbone AI,10
27,San Diego,Data Centers,14
27,San Diego,Hospitals,11
27,San Diego,Finance,17
27,San Diego,Logistics,19
27,San Diego,Emergency Services,24
27,San Diego,Media,13
27,San Diego,Government Portals,22
27,Dallas,Power Grid AI,6
27,Dallas,Internet Backbone AI,9
27,Dallas,Data Centers,9
27,Dallas,Hospitals,17
27,Dallas,Finance,14
27,Dallas,Logistics,18
27,Dallas,Emergency Services,29
27,Dallas,Media,13
27,Dallas,Government Portals,17
27,San Jose,Power Grid AI,12
27,San Jose,Internet Backbone AI,14
27,San Jose,Data Centers,21
27,San Jose,Hospitals,14
27,San Jose,Finance,16
27,San Jose,Logistics,22
27,San Jose,Emergency Services,25
27,San Jose,Media,17
27,San Jose,Government Portals,16
28,New York,Power Grid AI,4
28,New York,Internet Backbone AI,10
28,New York,Data Centers,15
28,New York,Hospitals,15
28,New York,Finance,13
28,New York,Logistics,11
28,New York,Emergency Services,26
28,New York,Media,15
28,New York,Government Portals,17
28,Los Angeles,Power Grid AI,2
28,Los Angeles,Internet Backbone AI,14
28,Los Angeles,Data Centers,14
28,Los Angeles,Hospitals,15
28,Los Angeles,Finance,16
28,Los Angeles,Logistics,17
28,Los Angeles,Emergency Services,22
28,Los Angeles,Media,19
28,Los Angeles,Government Portals,16
28,Chicago,Power Grid AI,0
28,Chicago,Internet Backbone AI,7
28,Chicago,Data Centers,2
28,Chicago,Hospitals,11
28,Chicago,Finance,15
28,Chicago,Logistics,12
28,Chicago,Emergency Services,13
28,Chicago,Media,8
28,Chicago,Government Portals,19
28,Houston,Power Grid AI,5
28,Houston,Internet Backbone AI,8
28,Houston,Data Centers,11
28,Houston,Hospitals,8
28,Houston,Finance,14
28,Houston,Logistics,11
28,Houston,Emergency Services,18
28,Houston,Media,16
28,Houston,Government Portals,11
28,Phoenix,Power Grid AI,5
28,Phoenix,Internet Backbone AI,10
28,Phoenix,Data Centers,17
28,Phoenix,Hospitals,7
28,Phoenix,Finance,15
28,Phoenix,Logistics,12
28,Phoenix,Emergency Services,21
28,Phoenix,Media,15
28,Phoenix,Government Portals,13
28,Philadelphia,Power Grid AI,3
28,Philadelphia,Internet Backbone AI,10
28,Philadelphia,Data Centers,12
28,Philadelphia,Hospitals,5
28,Philadelphia,Finance,12
28,Philadelphia,Logistics,10
28,Philadelphia,Emergency Services,11
28,Philadelphia,Media,15
28,Philadelphia,Government Portals,18
28,San Antonio,Power Grid AI,9
28,San Antonio,Internet Backbone AI,13
28,San Antonio,Data Centers,12
28,San Antonio,Hospitals,16
28,San Antonio,Finance,15
28,San Antonio,Logistics,17
28,San Antonio,Emergency Services,21
28,San Antonio,Media,14
28,San Antonio,Government Portals,15
28,San Diego,Power Grid AI,5
28,San Diego,Internet Backbone AI,10
28,San Diego,Data Centers,12
28,San Diego,Hospitals,10
28,San Diego,Finance,14
28,San Diego,Logistics,17
28,San Diego,Emergency Services,25
28,San Diego,Media,13
28,San Diego,Government Portals,19
28,Dallas,Power Grid AI,6
28,Dallas,Internet Backbone AI,11
28,Dallas,Data Centers,9
28,Dallas,Hospitals,15
28,Dallas,Finance,15
28,Dallas,Logistics,18
28,Dallas,Emergency Services,23
28,Dallas,Media,18
28,Dallas,Government Portals,19
28,San Jose,Power Grid AI,5
28,San Jose,Internet Backbone AI,10
28,San Jose,Data Centers,12
28,San Jose,Hospitals,14
28,San Jose,Finance,13
28,San Jose,Logistics,9
28,San Jose,Emergency Services,28
28,San Jose,Media,16
28,San Jose,Government Portals,12
29,New York,Power Grid AI,7
29,New York,Internet Backbone AI,10
29,New York,Data Centers,17
29,New York,Hospitals,17
29,New York,Finance,15
29,New York,Logistics,12
29,New York,Emergency Services,29
29,New York,Media,18
29,New York,Government Portals,14
29,Los Angeles,Power Grid AI,6
29,Los Angeles,Internet Backbone AI,11
29,Los Angeles,Data Centers,9
29,Los Angeles,Hospitals,17
29,Los Angeles,Finance,15
29,Los Angeles,Logistics,14
29,Los Angeles,Emergency Services,23
29,Los Angeles,Media,14
29,Los Angeles,Government Portals,14
29,Chicago,Power Grid AI,6
29,Chicago,Internet Backbone AI,11
29,Chicago,Data Centers,12
29,Chicago,Hospitals,16
29,Chicago,Finance,16
29,Chicago,Logistics,8
29,Chicago,Emergency Services,25
29,Chicago,Media,17
29,Chicago,Government Portals,14
29,Houston,Power Grid AI,0
29,Houston,Internet Backbone AI,9
29,Houston,Data Centers,8
29,Houston,Hospitals,6
29,Houston,Finance,14
29,Houston,Logistics,2
29,Houston,Emergency Services,13
29,Houston,Media,21
29,Houston,Government Portals,19
29,Phoenix,Power Grid AI,8
29,Phoenix,Internet Backbone AI,11
29,Phoenix,Data Centers,10
29,Phoenix,Hospitals,19
29,Phoenix,Finance,12
29,Phoenix,Logistics,15
29,Phoenix,Emergency Services,28
29,Phoenix,Media,12
29,Phoenix,Government Portals,22
29,Philadelphia,Power Grid AI,2
29,Philadelphia,Internet Backbone AI,8
29,Philadelphia,Data Centers,12
29,Philadelphia,Hospitals,10
29,Philadelphia,Finance,12
29,Philadelphia,Logistics,15
29,Philadelphia,Emergency Services,22
29,Philadelphia,Media,16
29,Philadelphia,Government Portals,18
29,San Antonio,Power Grid AI,2
29,San Antonio,Internet Backbone AI,11
29,San Antonio,Data Centers,9
29,San Antonio,Hospitals,16
29,San Antonio,Finance,14
29,San Antonio,Logistics,8
29,San Antonio,Emergency Services,28
29,San Antonio,Media,12
29,San Antonio,Government Portals,21
29,San Diego,Power Grid AI,8
29,San Diego,Internet Backbone AI,11
29,San Diego,Data Centers,12
29,San Diego,Hospitals,10
29,San Diego,Finance,13
29,San Diego,Logistics,13
29,San Diego,Emergency Services,21
29,San Diego,Media,16
29,San Diego,Government Portals,13
29,Dallas,Power Grid AI,5
29,Dallas,Internet Backbone AI,11
29,Dallas,Data Centers,7
29,Dallas,Hospitals,15
29,Dallas,Finance,10
29,Dallas,Logistics,7
29,Dallas,Emergency Services,18
29,Dallas,Media,11
29,Dallas,Government Portals,18
29,San Jose,Power Grid AI,8
29,San Jose,Internet Backbone AI,11
29,San Jose,Data Centers,10
29,San Jose,Hospitals,13
29,San Jose,Finance,13
29,San Jose,Logistics,14
29,San Jose,Emergency Services,28
29,San Jose,Media,15
29,San Jose,Government Portals,14
30,New York,Power Grid AI,9
30,New York,Internet Backbone AI,12
30,New York,Data Centers,11
30,New York,Hospitals,16
30,New York,Finance,13
30,New York,Logistics,11
30,New York,Emergency Services,31
30,New York,Media,16
30,New York,Government Portals,25
30,Los Angeles,Power Grid AI,8
30,Los Angeles,Internet Backbone AI,7
30,Los Angeles,Data Centers,13
30,Los Angeles,Hospitals,12
30,Los Angeles,Finance,14
30,Los Angeles,Logistics,15
30,Los Angeles,Emergency Services,23
30,Los Angeles,Media,10
30,Los Angeles,Government Portals,11
30,Chicago,Power Grid AI,8
30,Chicago,Internet Backbone AI,7
30,Chicago,Data Centers,13
30,Chicago,Hospitals,14
30,Chicago,Finance,16
30,Chicago,Logistics,18
